SVclockBias,SVclockDrift,SVclockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2Pflag,SVacc,health,TGD,IODC,TransTime,FitIntvl
-0.00075254868716,4.54747350886e-13,0.0,166.0,109.59375,4.52911722734e-09,2.00102607442,5.63077628613e-06,0.00175249180757,1.17905437946e-06,5153.59417152,259200.0,-5.21540641785e-08,-1.81623259308,-5.40167093277e-08,0.96577990221,360.90625,-2.34754597891,-8.34534761723e-09,1.78221709364e-10,1.0,2347.0,0.0,2.0,0.0,-8.84756445885e-09,166.0,257922.0,4.0
-0.000561783090234,-2.27373675443e-12,0.0,91.0,-8.15625,4.858773816e-09,-0.595012096916,-4.47034835815e-07,0.0089816742111,7.52322375774e-06,5153.75911522,259200.0,-7.07805156708e-08,2.39574904184,7.45058059692e-08,0.960915104188,241.9375,1.4637890846,-8.08176520939e-09,-4.39304013061e-10,1.0,2347.0,0.0,2.0,0.0,-1.25728547573e-08,91.0,255198.0,4.0
0.000691967550665,1.25055521494e-12,0.0,124.0,-93.96875,3.76658546483e-09,2.61552018934,-4.81680035591e-06,0.0088083408773,1.18538737297e-05,5153.6906395,259200.0,3.53902578354e-08,0.375693238343,-8.38190317154e-08,0.973160887143,155.375,0.970168207331,-7.37709299982e-09,4.55733268834e-10,1.0,2347.0,0.0,2.0,0.0,-1.11758708954e-08,124.0,252018.0,4.0
0.000571303535253,7.3896444519e-12,0.0,75.0,-15.75,5.14842873844e-09,-0.731532576137,-8.02800059319e-07,0.00513282383326,6.96256756782e-06,5153.69464111,259200.0,1.210719347e-07,2.34787497455,3.16649675369e-08,0.944194534247,234.90625,-2.86399341211,-8.16712590786e-09,-4.52876006961e-10,1.0,2347.0,0.0,2.0,0.0,-7.91624188423e-09,331.0,252018.0,4.0
0.00024629291147,4.54747350886e-12,0.0,61.0,-140.59375,4.54054627484e-09,1.88793699609,-7.46175646782e-06,0.0161135792732,1.00191682577e-05,5153.75245476,259200.0,9.31322574615e-08,0.0732179073283,-3.76254320145e-07,0.938032998325,175.53125,1.38652815154,-7.89997192268e-09,1.51434879299e-10,1.0,2347.0,0.0,2.0,0.0,-1.02445483208e-08,61.0,252018.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000494699459523,-1.68256519828e-11,0.0,44.0,118.96875,4.09445626482e-09,2.86944941775,6.29015266895e-06,0.0133912619203,1.03935599327e-05,5153.60842514,259200.0,2.75671482086e-07,-2.84989910343,6.89178705216e-08,0.966041474888,178.3125,-1.24671525961,-7.46888253751e-09,-2.61439461432e-10,1.0,2347.0,0.0,2.0,0.0,-1.07102096081e-08,44.0,252018.0,4.0
-0.000659247394651,9.09494701773e-13,0.0,137.0,121.65625,4.37911097898e-09,0.864984357933,6.35348260403e-06,0.0047968653962,1.98185443878e-06,5153.71920013,259200.0,1.49011611938e-08,-1.84347010304,-3.16649675369e-08,0.974003046656,344.21875,-2.93478454169,-8.31927510263e-09,1.21433629627e-10,1.0,2347.0,0.0,2.0,0.0,-8.381903e-09,649.0,252030.0,4.0
0.000580734573305,4.66116034659e-12,0.0,13.0,117.5,4.16945938901e-09,-1.5431292207,6.053596735e-06,0.0100165340118,1.06245279312e-05,5153.60679245,259200.0,-8.75443220139e-08,-2.80572084265,-2.01165676117e-07,0.96524452832,180.1875,2.69964578503,-7.76282335275e-09,-9.17895376884e-11,1.0,2347.0,0.0,2.0,0.0,-1.53668224812e-08,13.0,252018.0,4.0
0.000367432367057,-3.41060513165e-13,0.0,67.0,-83.375,4.76698427832e-09,1.24770483153,-4.26173210144e-06,0.0038340955507,4.69386577606e-07,5153.67038345,259200.0,-8.94069671631e-08,-0.995066217233,3.72529029846e-08,0.956638364125,371.4375,-2.37713701392,-8.54571310611e-09,-3.36085427878e-10,1.0,2347.0,0.0,2.0,0.0,-8.38190317154e-09,67.0,258258.0,4.0
9.94373112917e-05,1.81898940355e-12,0.0,19.0,140.75,4.51875965305e-09,2.72724905815,7.30901956558e-06,0.0258568458958,2.69711017609e-06,5153.63097191,259200.0,-1.95577740669e-07,-1.95619313587,5.66244125366e-07,0.960631173733,325.40625,-0.468552364264,-8.00819071614e-09,1.63578242262e-10,1.0,2347.0,0.0,2.0,0.0,-1.02445483208e-08,19.0,252018.0,4.0
-8.97943973541e-05,-2.16004991671e-12,0.0,84.0,-7.40625,4.63805033627e-09,-2.90073647513,-3.22237610817e-07,0.0135101540945,7.56047666073e-06,5153.6697731,259200.0,7.07805156708e-08,2.41664139479,2.08616256714e-07,0.959657383776,228.65625,-1.07440236835,-7.64388982726e-09,-4.82877256633e-10,1.0,2347.0,0.0,2.0,63.0,-1.11758708954e-08,84.0,252018.0,4.0
0.000394877977669,7.61701812735e-12,0.0,140.0,-103.15625,4.18303138291e-09,-0.252668893771,-5.53019344807e-06,0.00499042426236,1.30571424961e-06,5153.63050652,259200.0,8.94069671631e-08,-0.840787129679,1.06170773506e-07,0.982357259786,366.6875,-2.86711992406,-8.24855787126e-09,-3.88230457071e-10,1.0,2347.0,0.0,2.0,0.0,-8.38190317154e-09,908.0,252026.0,4.0
-0.000468488782644,3.63797880709e-12,0.0,56.0,8.15625,5.33557939115e-09,1.01792449655,4.06056642532e-07,0.0164151026402,7.65733420849e-06,5153.68395042,259200.0,-1.97440385819e-07,1.17821612036,9.12696123123e-08,0.933808294258,220.375,1.04301792159,-8.49249660371e-09,4.9966367014e-10,1.0,2347.0,0.0,2.0,0.0,2.32830643654e-09,56.0,252018.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.36109660566e-05,4.54747350886e-13,0.0,53.0,90.84375,4.2226758914e-09,2.98313622979,4.58210706711e-06,0.0131109512877,1.16620212793e-05,5153.69078064,259200.0,-1.67638063431e-08,-2.91962630389,-1.75088644028e-07,0.959312069278,153.15625,0.804895686862,-7.50781273054e-09,-2.41795786051e-10,1.0,2347.0,0.0,2.0,0.0,1.862645e-09,53.0,252030.0,4.0
-0.000523617956787,-1.01181285572e-11,0.0,179.0,10.46875,4.57661920599e-09,-1.09458468962,6.72414898872e-07,0.000446755089797,7.23637640476e-06,5153.78394508,259200.0,2.60770320892e-08,1.24856308021,-3.91155481338e-08,0.961038789523,238.75,1.42194446197,-7.89711466081e-09,6.27168981248e-10,1.0,2347.0,0.0,2.0,0.0,-9.31322574616e-09,691.0,252588.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.000249122269452,8.29913915368e-12,0.0,82.0,17.75,5.3662949563e-09,-0.0385522377183,1.01514160633e-06,0.0072351511335,6.47082924843e-06,5153.74567032,259200.0,2.98023223877e-08,1.27647776032,1.39698386192e-07,0.935137623047,241.5,-2.45518337892,-8.42106505688e-09,5.85381526347e-10,1.0,2347.0,0.0,2.0,0.0,3.72529029846e-09,82.0,252018.0,4.0
-0.000218846369535,7.95807864051e-13,0.0,59.0,16.0,4.84805908398e-09,-0.914134974854,1.15856528282e-06,0.0107041079318,6.49876892567e-06,5153.60069847,259200.0,1.43423676491e-07,1.30157946986,1.22934579849e-07,0.953862118654,246.375,0.791123009495,-8.13105297671e-09,6.00382151184e-10,1.0,2347.0,0.0,2.0,0.0,-1.350418e-08,59.0,256350.0,4.0
-0.000549647957087,6.59383658785e-12,0.0,89.0,-111.34375,3.89944814195e-09,-2.71262507949,-5.68106770515e-06,0.00825403293129,1.05276703834e-05,5153.77711868,259200.0,3.72529029846e-08,0.222090415392,-5.77419996262e-08,0.964079701744,177.5625,-2.11434096587,-7.43673834143e-09,3.07512809143e-10,1.0,2347.0,0.0,2.0,0.0,9.31322574616e-10,89.0,257418.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.000561798457056,-2.27373675443e-12,0.0,16.0,-7.53125,4.73805450184e-09,0.452783204558,-5.88595867157e-07,0.0089822356822,7.36117362976e-06,5153.7602005,266384.0,-9.87201929092e-08,2.3956914175,-2.60770320892e-08,0.960911729236,238.09375,1.46379031638,-8.07212195057e-09,-5.19307345521e-10,1.0,2347.0,0.0,2.0,0.0,-1.25728547573e-08,16.0,260826.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.94484871626e-05,1.81898940355e-12,0.0,75.0,149.21875,4.39482591928e-09,-2.50807200754,7.96094536781e-06,0.0258587521967,3.67686152458e-06,5153.62744331,266384.0,-4.1164457798e-07,-1.95625053931,3.01748514175e-07,0.960633283261,314.8125,-0.468542590508,-7.90390065776e-09,2.71439877989e-10,1.0,2347.0,0.0,2.0,0.0,-1.024455e-08,75.0,260730.0,4.0
-8.9808832854e-05,-2.16004991671e-12,0.0,4.0,-10.90625,4.67519474063e-09,-1.85283952865,-3.07336449623e-07,0.0135095225414,7.61263072491e-06,5153.67144966,266384.0,-2.34693288803e-07,2.41658612721,3.37138772011e-07,0.959652626367,234.09375,-1.07444955477,-7.91461538978e-09,-5.12164190837e-10,1.0,2347.0,0.0,2.0,63.0,-1.11758708954e-08,4.0,260706.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.04160639644e-05,-1.47792889038e-11,0.0,75.0,-16.59375,5.61130516196e-09,-0.513327818918,-6.94766640663e-07,0.0097939040279,5.70900738239e-06,5153.74142265,266384.0,1.06170773506e-07,2.24010447241,1.02445483208e-07,0.929624556286,250.84375,0.602669977132,-8.55249910306e-09,-3.26799326789e-10,1.0,2347.0,0.0,2.0,0.0,6.519258e-09,75.0,262650.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9081004262e-06,3.63797880709e-11,0.0,40.0,109.21875,4.7323399781e-09,-2.1133749762,5.73322176933e-06,0.000209918245673,1.56089663506e-06,5153.75174522,266400.0,-5.21540641785e-08,-1.78295701602,1.67638063431e-08,0.959647235514,346.90625,-1.31184010078,-8.35284792964e-09,2.47153152064e-10,1.0,2347.0,0.0,2.0,63.0,-1.39698386192e-09,40.0,259229.0,4.0
-0.000278648920357,8.98126018001e-12,0.0,61.0,139.875,4.36911056242e-09,-2.20762534306,7.65174627304e-06,0.0165463606827,2.97278165817e-06,5153.68375778,266400.0,-1.67638063431e-08,-1.94775510924,3.24100255966e-07,0.966389369973,325.6875,-1.06407792787,-7.9617602107e-09,2.88226291496e-10,1.0,2347.0,0.0,2.0,0.0,-1.76951289177e-08,61.0,259219.0,4.0
0.000636963639408,7.95807864051e-12,0.0,186.0,-101.21875,4.0555260718e-09,0.642136191938,-5.32157719135e-06,0.00566500343848,1.9297003746e-06,5153.60506439,266400.0,-2.60770320892e-08,-0.808271117245,2.421438694e-08,0.987641439847,355.90625,1.14622317721,-8.14783939022e-09,-3.37514058815e-10,1.0,2347.0,0.0,2.8,0.0,1.39698386192e-09,186.0,259218.0,4.0
0.000504930503666,6.02540239925e-12,0.0,12.0,-91.4375,3.93623538857e-09,-2.65554575087,-4.80934977531e-06,0.00323206058238,1.09001994133e-05,5153.68647957,266400.0,-5.58793544769e-09,0.267720097171,-7.45058059692e-09,0.966984318275,173.3125,-2.96700568251,-7.5774584887e-09,2.56796410887e-10,1.0,2347.0,0.0,2.0,0.0,-4.65661287308e-09,780.0,264559.0,4.0
-0.000197697430849,-1.13686837722e-12,0.0,103.0,-110.15625,4.28517849489e-09,-2.00035837082,-5.59724867344e-06,0.00560151669197,1.42119824886e-06,5153.72868538,266400.0,4.09781932831e-08,-0.862460079621,4.28408384323e-08,0.974466054377,358.71875,1.33007764069,-8.16641159239e-09,-3.01441127661e-10,1.0,2347.0,0.0,2.0,0.0,-1.07102096081e-08,103.0,263016.0,4.0
-8.61939042807e-05,-2.76259015664e-11,0.0,77.0,108.875,4.06838375023e-09,2.00907261979,5.84870576859e-06,0.00343060982414,1.70990824699e-06,5153.7599144,266400.0,9.87201929092e-08,-1.84450361516,-3.72529029846e-09,0.98911051096,358.4375,-0.732009604464,-8.02926302246e-09,1.42863093678e-10,1.0,2347.0,0.0,2.0,0.0,3.72529029846e-09,77.0,259218.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000451327767223,8.29913915368e-12,0.0,50.0,81.5,4.45911431144e-09,-2.33564393928,3.93949449062e-06,0.0102652285714,1.16713345051e-05,5153.73482895,266400.0,-1.49011611938e-08,-2.94801236985,-1.63912773132e-07,0.950252320018,150.3125,0.396177080194,-7.73532220722e-09,-1.94293807403e-10,1.0,2347.0,0.0,2.0,0.0,4.65661287308e-09,50.0,259302.0,4.0
0.000510643236339,1.54614099301e-11,0.0,88.0,-97.78125,4.12838624957e-09,-1.76441830809,-5.15207648277e-06,0.00319554691669,1.05798244476e-05,5153.79942513,266400.0,-3.91155481338e-08,0.206562651798,7.07805156708e-08,0.960791661698,176.0,2.03182088767,-7.73853662683e-09,1.64649715464e-10,1.0,2347.0,0.0,2.0,0.0,9.31322574616e-10,88.0,265133.0,4.0
-0.000257804058492,-1.5916157281e-11,0.0,26.0,-103.0625,4.15195866003e-09,-0.377703480889,-5.38304448128e-06,0.0101164490916,1.55717134476e-06,5153.68478775,266400.0,-2.23517417908e-08,-0.810795550626,1.4528632164e-07,0.987262917109,362.03125,-2.33484680399,-8.32034657583e-09,-3.80730144653e-10,1.0,2347.0,0.0,2.0,0.0,2.328306e-09,26.0,259260.0,4.0
-0.000752545427531,4.54747350886e-13,0.0,167.0,103.40625,4.56090426568e-09,3.05142693979,5.40167093277e-06,0.00175339740235,1.26659870148e-06,5153.59246063,266400.0,2.04890966415e-08,-1.81629236938,-4.65661287308e-08,0.965781466069,356.1875,-2.34771704231,-8.28105922507e-09,1.75721605225e-10,1.0,2347.0,0.0,2.0,0.0,-8.84756445885e-09,167.0,259218.0,4.0
-0.00056179985404,-2.27373675443e-12,0.0,92.0,-7.53125,4.73805450184e-09,0.455117089934,-5.88595867157e-07,0.00898223707918,7.36117362976e-06,5153.7602005,266400.0,-9.87201929092e-08,2.39569128876,-2.60770320892e-08,0.960911720459,238.09375,1.46379007353,-8.07212195057e-09,-5.19307345521e-10,1.0,2347.0,0.0,2.8,0.0,-1.25728547573e-08,92.0,259218.0,4.0
0.000691976863891,1.25055521494e-12,0.0,125.0,-81.9375,3.70193991494e-09,-2.61751106431,-4.18536365032e-06,0.00880666030571,1.20121985674e-05,5153.69374847,266400.0,-7.45058059692e-09,0.375640508924,-5.40167093277e-08,0.97316414945,152.09375,0.970177859665,-7.34209154187e-09,4.21446126351e-10,1.0,2347.0,0.0,2.0,0.0,-1.11758708954e-08,125.0,259218.0,4.0
0.00057135662064,7.3896444519e-12,0.0,76.0,-16.8125,5.15557189312e-09,0.318697205349,-8.51228833199e-07,0.00513361708727,6.74463808536e-06,5153.69623566,266400.0,2.04890966415e-08,2.34781578489,6.51925802231e-08,0.944190819897,241.03125,-2.86405117397,-8.26212986516e-09,-4.60019161645e-10,1.0,2347.0,0.0,2.0,0.0,-7.91624188423e-09,332.0,259218.0,4.0
0.00024632550776,4.54747350886e-12,0.0,62.0,-137.15625,4.49340145392e-09,2.93811070977,-6.96629285812e-06,0.0161129438784,1.04550272226e-05,5153.75253868,266400.0,1.67638063431e-07,0.0731629059973,-8.38190317154e-08,0.938034551944,162.3125,1.38648781011,-7.67460539241e-09,6.64313385605e-11,1.0,2347.0,0.0,2.0,0.0,-1.02445483208e-08,62.0,259218.0,4.0
-8.90544615686e-05,9.43600753089e-12,0.0,40.0,-11.90625,4.73198282036e-09,-1.32554192756,-4.50760126114e-07,0.0144578808686,6.6589564085e-06,5153.66157913,266400.0,3.1478703022e-07,2.41328302935,4.842877388e-08,0.96029012803,243.375,0.864778130372,-7.92140138673e-09,-4.16445918073e-10,1.0,2347.0,0.0,2.0,0.0,-1.07102096081e-08,40.0,265536.0,4.0
0.000494578387588,-1.68256519828e-11,0.0,47.0,105.15625,4.02695345306e-09,-2.36346394371,5.63450157642e-06,0.0133896032348,1.05705112219e-05,5153.61173248,266400.0,1.22934579849e-07,-2.84995316118,2.10478901863e-07,0.966040229945,177.0625,-1.246770002,-7.44066707651e-09,-1.57506560781e-10,1.0,2347.0,0.0,2.0,0.0,-1.07102096081e-08,47.0,259218.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000580768100917,4.66116034659e-12,0.0,53.0,105.5,4.19517474587e-09,-0.492985050646,5.50039112568e-06,0.0100170687074,1.03320926428e-05,5153.6060791,266400.0,6.14672899246e-08,-2.8057768417,-1.71363353729e-07,0.965244004596,185.21875,2.6997223249,-7.80711091179e-09,-9.42896418278e-11,1.0,2347.0,0.0,2.0,0.0,-1.53668224812e-08,53.0,259218.0,4.0
0.00036743003875,-3.41060513165e-13,0.0,68.0,-84.59375,4.76662712058e-09,2.29787070982,-4.54485416412e-06,0.00383429101203,4.76837158203e-07,5153.67045021,266400.0,-7.63684511185e-08,-0.995127801696,-9.49949026108e-08,0.956636531088,368.59375,-2.37711824175,-8.43713715491e-09,-2.87154818294e-10,1.0,2347.0,0.0,2.8,0.0,-8.38190317154e-09,68.0,264378.0,4.0
9.94503498077e-05,1.81898940355e-12,0.0,36.0,149.21875,4.39482591928e-09,-2.50573822457,7.96094536781e-06,0.025858748355,3.67686152458e-06,5153.62743187,266400.0,-4.1164457798e-07,-1.95625068414,3.01748514175e-07,0.960633289112,314.8125,-0.46854252614,-7.90390065776e-09,2.71439877989e-10,1.0,2347.0,0.0,2.0,0.0,-1.024455e-08,36.0,259260.0,4.0
-8.98102298379e-05,-2.16004991671e-12,0.0,86.0,-10.90625,4.67519474063e-09,-1.85050562426,-3.07336449623e-07,0.0135095203295,7.61263072491e-06,5153.67144775,266400.0,-2.34693288803e-07,2.41658600286,3.37138772011e-07,0.959652617589,234.09375,-1.07444972447,-7.91461538978e-09,-5.12164190837e-10,1.0,2347.0,0.0,2.8,63.0,-1.11758708954e-08,86.0,259218.0,4.0
0.00039493246004,7.61701812735e-12,0.0,141.0,-105.4375,4.2644633463e-09,0.79757948433,-5.41284680367e-06,0.00499032367952,1.10827386379e-06,5153.63022041,266400.0,2.421438694e-08,-0.840846709943,8.75443220139e-08,0.982354358819,368.53125,-2.86716322058,-8.27463038586e-09,-3.93944980818e-10,1.0,2347.0,0.0,2.0,0.0,-8.381903e-09,909.0,259260.0,4.0
-0.000468462705612,3.63797880709e-12,0.0,58.0,11.0625,5.1887875624e-09,2.06814032619,3.53902578354e-07,0.0164152212674,7.67037272453e-06,5153.68285942,266400.0,-9.49949026108e-08,1.17815496453,-3.27825546265e-07,0.933813968917,216.90625,1.04298302806,-8.11069498586e-09,6.54670126781e-10,1.0,2347.0,0.0,2.0,0.0,2.32830643654e-09,58.0,259218.0,4.0
0.00049739331007,-5.68434188608e-13,0.0,7.0,-9.09375,5.11235580728e-09,0.274880275101,-6.10947608948e-07,0.0123002389446,6.64219260216e-06,5153.67767334,266400.0,-1.58324837685e-07,2.30666273045,1.32247805595e-07,0.948917629634,248.71875,1.10621544426,-8.29820279631e-09,-4.63590738986e-10,1.0,2347.0,0.0,2.0,0.0,5.58793544769e-09,7.0,261768.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.000523690599948,-1.01181285572e-11,0.0,180.0,5.8125,4.57411910185e-09,-0.0453979935915,4.32133674622e-07,0.000446256599389,7.31088221073e-06,5153.78272629,266400.0,-1.30385160446e-08,1.24850660426,0.0,0.961043315792,238.1875,1.42287198568,-7.85782731005e-09,5.93596154234e-10,1.0,2347.0,0.0,2.0,0.0,-9.31322574616e-09,692.0,263838.0,4.0
-0.000551102682948,3.29691829393e-12,0.0,33.0,119.5,4.05266880992e-09,-2.39977427264,6.24358654022e-06,0.00288388202898,1.10641121864e-05,5153.73225403,266400.0,-5.40167093277e-08,-2.83438151004,-1.86264514923e-09,0.968545679038,174.15625,2.64549129192,-7.59745932182e-09,-1.81436128972e-10,1.0,2347.0,0.0,2.0,0.0,-9.77888703346e-09,33.0,264906.0,4.0
-0.000249062199146,8.29913915368e-12,0.0,83.0,23.90625,5.30307803734e-09,1.01148335456,1.37090682983e-06,0.00723638816271,6.95884227753e-06,5153.74845505,266400.0,-1.28522515297e-07,1.27641810984,6.70552253723e-08,0.935141556834,233.28125,-2.45507737148,-8.35570519152e-09,4.553761111e-10,1.0,2347.0,0.0,2.0,0.0,3.72529029846e-09,83.0,259218.0,4.0
-0.000218840781599,7.95807864051e-13,0.0,61.0,9.9375,4.8159148879e-09,0.136051366743,7.00354576111e-07,0.0107030043146,7.05011188984e-06,5153.59841537,266400.0,9.31322574616e-09,1.30152089901,2.01165676117e-07,0.953866309915,240.5625,0.791165091796,-8.13498171178e-09,5.62166273625e-10,1.0,2347.0,0.0,2.0,0.0,-1.350418e-08,61.0,259260.0,4.0
-0.000549600925297,6.59383658785e-12,0.0,99.0,-115.625,3.97838000121e-09,-1.66244900027,-5.98467886448e-06,0.00825382873882,1.06878578663e-05,5153.77812576,266400.0,2.58907675743e-07,0.222037463609,-1.67638063431e-08,0.964081259751,176.34375,-2.11440422391,-7.54567145036e-09,1.69292766009e-10,1.0,2347.0,0.0,2.0,0.0,9.31322574616e-10,99.0,260436.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.000561814755201,-2.27373675443e-12,0.0,17.0,-16.0625,4.62983570838e-09,1.50279413496,-9.79751348495e-07,0.00898290798068,7.21402466297e-06,5153.76259041,273584.0,-5.58793544769e-08,2.39563318458,-1.73225998878e-07,0.960908491799,240.15625,1.46390814565,-7.96426031484e-09,-4.78591363823e-10,1.0,2347.0,0.0,2.0,0.0,-1.25728547573e-08,17.0,266418.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
